,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1
1906,1906,2831,3224,1859,2052,4436,2811,2907,4555,5319,4142,3590,917,1162,3662,914,153,482,3769,3171,2401,2314,2679,3096,468,97,2416,1910,1212,2716,2309,775,3060,506,3453,445,4974,3829,5130,2771,1086,1895,3679,695,4952,1134,4878,824,5232,5200,4746,4218,3768,2294,4978,3064,413,1088,4817,3514,4832,5215,4291,3684,2433,2392,843,1831,5063,649,1425,3716,1131,715,850,4004,5044,2076,3069,2405,5118,609,2145,4945,2622,3185,4457,288,3029,1303,5147,4322,809,1283,632,3763,4598,3285,5068,2941
1907,1907,524,1274,2539,4899,5132,5004,1065,3911,4188,535,2026,2213,3031,101,536,4172,1121,662,2436,163,4523,3001,5185,546,748,1927,4128,1185,721,885,201,5184,1529,1035,114,2332,3896,1244,323,2721,3846,92,1887,745,4593,2656,1564,5332,875,3267,4608,2381,1273,1766,1505,4341,4715,2710,741,1812,896,1845,4042,1232,3277,2179,2661,2021,1231,3192,2859,4669,2733,4344,367,3111,4467,1280,4735,3318,4011,1746,680,3666,2258,3961,1983,2059,3464,2936,5102,3208,4765,4883,752,3934,2504,3430,1381
1908,1908,3463,3007,777,1895,3521,791,554,1859,354,1841,5297,2771,2844,1876,911,4142,788,3090,2907,1219,2729,3829,824,3641,2811,4974,1723,5312,3958,775,2462,1862,992,1346,2755,359,676,684,3088,3625,1793,917,695,2114,2801,3769,914,623,3147,1347,649,5118,4745,4945,3383,3207,5305,3580,1740,5044,2881,715,2405,3271,4590,850,2672,178,61,1831,4457,3865,3069,2912,609,3185,2622,3588,2392,3029,2179,4322,218,413,5147,1088,3684,5215,809,1283,632,288,4598,3763,1425,3285,1303,5068,2941
1909,1909,232,2605,1977,5088,4704,1194,775,483,3070,5275,2562,2729,2275,5228,3627,4636,258,4024,3559,3096,1081,4183,435,3328,4526,2304,1486,1576,2801,4190,2833,3084,4178,620,3403,3432,3008,1262,4089,222,984,372,4391,1086,676,1751,1588,5260,1895,5215,3064,4371,670,2392,4978,4218,3768,1425,4291,843,549,4817,3514,4832,649,850,2433,5044,1131,413,4004,3421,2076,2405,715,5118,1831,609,2145,288,5063,4457,3716,3069,4945,3029,3185,1303,5147,2622,4322,809,1283,632,3763,3285,4598,5068,2941
1910,1910,153,917,3171,97,4446,1781,4142,904,1282,3432,4298,3590,2090,4330,4556,4436,4952,4325,3543,2401,3070,1544,3274,2811,3769,611,5232,4526,617,1086,775,3679,5319,502,276,1541,3625,1864,1253,468,87,5228,3701,5200,447,4878,2033,4962,3751,4832,549,1740,4218,3514,4817,2294,4371,4291,1088,3684,4978,2392,1425,2433,5215,649,843,5063,1831,850,1131,5118,715,4004,2405,3716,2076,3069,5044,413,609,3185,4945,2145,2622,1303,4457,3029,4322,5147,288,632,1283,809,3763,4598,3285,5068,2941
1911,1911,4542,3301,1554,2591,4489,3279,1036,63,2207,1202,349,2702,3170,1822,70,167,799,3674,27,1366,4458,630,4721,4229,3118,4651,2200,2485,25,4942,3093,5066,4022,102,1148,4537,3543,5136,4094,988,3223,1846,447,4621,2462,2427,4395,3824,1770,3344,3716,842,1131,1087,1251,2504,5215,1058,4322,3208,1560,2179,147,5026,5044,715,2076,741,4590,4004,4137,5326,1425,3207,3664,632,2466,3029,609,4945,1283,3684,5147,2145,4457,2038,3580,1088,1303,4598,809,288,3763,1740,4158,413,5068,2941,3285
1912,1912,1864,3519,502,5232,48,3401,324,1781,3013,1428,2416,3361,3940,81,2284,2879,3378,1467,689,1209,4466,3838,2309,917,3679,5037,3142,1002,3655,2401,104,2653,2052,4654,3845,198,678,4231,770,5141,4325,4395,561,3172,4177,27,4343,3008,5200,4291,5192,3768,4371,3514,3064,4158,2392,4817,649,1088,1740,549,843,3684,850,5215,2433,1831,1131,5044,5063,1425,2145,2405,5118,2076,4004,3716,413,715,4457,3069,609,3185,288,4945,4322,3029,5147,2622,632,1303,1283,809,3763,4598,5068,3285,2941
1913,1913,530,2689,3540,2243,1944,4989,71,1556,4220,1323,4737,560,4798,350,3586,1404,3423,29,1508,1842,2158,2949,3014,681,3443,2808,4123,4727,3175,1068,420,415,1499,3122,1223,4594,1436,2901,4743,460,125,3203,2183,1208,3128,3248,10,5056,1458,2882,2433,3317,3247,2603,1189,3081,2493,5044,5192,366,2371,670,843,715,4978,609,2957,1131,4080,2926,239,632,5063,5118,4004,2405,2211,3069,4817,2076,2145,4218,1283,549,5147,3185,3716,4457,3763,3029,2622,809,4322,4945,3421,3285,5068,4598,2941
1914,1914,403,773,1287,4019,1816,3420,892,1061,216,1272,1386,4353,3955,4055,1235,5165,3278,3826,448,583,1206,3681,1465,1129,4796,1012,4967,710,3061,4216,3488,1891,3305,1045,2119,3957,5266,4933,325,130,1922,4870,2587,1629,245,2044,5089,5176,5041,2423,1745,1766,781,4016,1025,622,2377,3137,2880,1303,1662,5170,1212,2960,2610,2021,3907,3160,1052,3145,4275,1118,5102,3792,752,1479,3869,1277,4011,1231,1232,2941,4669,3430,3092,4573,2351,4005,1163,4538,2936,4883,367,4765,1315,2258,1838,3934,1381
1915,1915,1360,3593,160,4337,1738,1132,2358,3680,4318,1699,3473,747,197,2335,2246,2752,5086,1317,2985,2305,4779,3958,2819,3015,2068,4867,1635,4074,958,3533,1350,1169,4149,4348,4247,4362,1121,1539,2140,2850,1112,2926,1892,4168,1698,4214,3703,1250,823,3495,1676,2859,2415,3980,420,3969,3117,3684,1347,89,2941,981,2261,1611,1740,1950,1825,2300,4328,2268,3757,3304,4106,3666,2038,741,1980,4715,2162,3271,2733,4484,1280,3111,2059,3928,1088,4344,5215,4341,1425,218,2912,2504,3208,1303,3588,3318,2179
1916,1916,1018,2649,137,4064,3529,84,895,285,2057,933,2107,2717,1731,7,4414,3683,2113,2971,1242,1647,881,5163,3516,739,207,2440,3686,4059,421,2597,4435,1960,3156,4708,1809,3824,4314,532,1747,5223,3077,2630,2725,2316,2437,2815,4618,2838,762,4158,1088,4150,2433,549,3208,649,4371,1831,2294,4817,1740,3664,5215,4218,850,2957,843,5118,715,5063,4004,2405,1131,3069,2076,609,3421,4978,3716,3185,5044,3029,2622,413,288,4945,1303,4322,5147,4457,632,1283,2145,809,3763,4598,3285,5068,2941
1917,1917,4659,3701,3555,678,4652,2325,4774,4661,1924,1349,3873,386,157,4929,87,4007,3026,2176,2401,4450,4092,4976,587,4604,2368,4430,5087,758,2570,1956,4183,3136,3265,4421,4466,3213,4526,2588,1628,1086,601,18,2605,4164,2231,4612,258,161,3306,5215,1189,2294,700,2392,4832,670,3768,4291,3514,413,4817,4218,2433,649,549,843,850,4978,1831,1131,3421,5063,5118,5044,715,2405,4004,2076,1303,288,609,3716,3069,4457,2145,3029,4945,3185,5147,2622,4322,632,809,1283,3763,4598,3285,5068,2941
1918,1918,2313,4908,5075,5088,1275,4689,2584,2815,1903,2824,2222,4704,676,3674,5260,372,2794,3465,2316,2762,3932,3162,1640,2440,3008,4714,189,1731,5314,1366,3686,3057,1979,2182,4339,4355,1895,796,1194,1807,3496,191,116,824,3398,285,432,2929,919,147,1831,2009,2405,5044,2110,4344,4137,2912,5215,4254,2881,1088,5063,609,4462,1420,3588,1616,2179,2733,4945,1087,3716,3069,4322,2622,3185,4457,4590,2145,4341,3029,3684,5147,2170,1425,632,1283,809,3763,2672,288,3208,4598,1303,3285,5068,413,2941
1919,1919,1162,4878,215,729,339,3859,1086,256,548,1253,3627,275,3965,2679,3625,4549,4356,5228,468,4873,2421,4202,4178,4744,3206,4915,258,222,3343,1977,775,979,3070,3322,617,4636,3171,3096,470,4526,3432,1830,3328,4759,4944,4952,792,2605,921,1189,5215,549,2294,413,670,3768,2392,700,3514,2433,4817,843,715,4218,3421,4832,4291,4004,4978,2076,609,850,1831,5118,649,1131,5063,3716,2405,5044,1303,3069,4945,2622,288,3029,2145,4457,3185,5147,809,4322,1283,632,3285,3763,4598,5068,2941
1920,1920,3328,3582,935,4524,2289,1341,258,950,1679,2157,3300,4233,1588,222,1276,1211,3573,1977,3392,729,4303,1823,565,3070,1486,2833,2242,1909,1919,5091,4526,4256,4897,5069,4922,4895,2605,3094,4843,1018,355,1647,2418,3432,2304,1262,1396,4310,2176,3247,1189,4080,2294,4291,2957,700,3514,1303,2433,670,3768,4832,288,850,649,1831,549,843,4817,1131,4218,4978,715,4004,5118,2076,609,5044,2405,5063,3069,3421,3716,4457,3029,4945,3185,2145,5147,632,2622,4322,809,1283,3763,4598,3285,5068,2941
1921,1921,3599,995,2283,544,4625,1970,3991,4687,4803,522,315,3009,744,406,2619,3890,4227,4029,4169,3520,4034,1082,186,1794,3461,662,1815,1707,343,2018,4685,3998,2016,5193,2603,4699,1337,3796,3567,573,92,1151,72,1056,3670,2777,1185,1189,721,5186,1845,2377,1273,1657,3339,4573,4538,3092,3277,5170,2661,1231,3464,3267,896,1505,1662,2351,1812,4341,1766,1838,1479,1232,3137,4669,1163,2504,4344,3666,3208,3111,4735,4042,4011,680,2936,2733,3961,752,5102,3430,1746,4765,367,4883,2258,3934,1381
1922,1922,1986,395,3809,4934,4577,5150,4321,1117,1643,2328,2238,2759,5039,2971,2319,935,3773,5091,4129,2444,400,3229,4391,2342,3392,3557,2779,5159,308,306,2270,268,4268,318,1527,2196,1465,3608,4999,4072,1341,3173,2180,2596,1804,4167,3022,3499,926,3514,1381,670,4312,2076,1131,715,4150,1838,843,850,1315,609,3588,1831,4004,3768,2957,4218,2392,5215,5118,2170,2405,649,4832,288,5044,4978,3716,4945,5063,4457,3069,3029,2622,5147,4322,3185,809,2145,3421,632,1283,1303,3763,4598,3285,5068,2941
1923,1923,2920,1247,1352,3945,5222,2333,2238,4391,2328,4290,1643,1494,4385,2779,2180,1018,5255,3173,1341,1679,2759,2969,2437,2810,268,2971,4415,2916,5088,1332,3374,1637,4860,1472,1903,5075,2313,2107,2222,868,3444,301,2233,521,5039,3608,2304,400,412,4675,2433,2258,5118,2076,4004,4341,2733,4916,1087,2405,1539,715,2371,2219,288,3015,609,3934,2957,3208,2305,4457,1831,2926,5147,3029,1381,2145,4322,4945,3185,2672,809,3069,632,2170,3763,5063,1283,2622,3716,1303,2211,413,3285,3421,4598,5068,2941
1924,1924,896,2325,3555,3136,2368,678,3838,1917,2377,161,4076,4804,4661,601,5087,4466,2225,3267,2710,386,313,3727,157,1302,3940,587,1349,3213,3378,4659,149,1428,4669,3172,2176,4976,4961,4164,1745,2653,5170,2893,4774,3401,11,3669,2999,4421,4430,5192,700,3331,3247,2294,1189,4291,4832,3514,3768,649,670,850,4978,2433,1831,4817,4218,843,288,1303,5044,1131,549,3421,2405,5063,5118,2076,4004,715,2145,4457,609,3069,4322,3029,3716,5147,3185,632,4945,2622,1283,809,3763,4598,3285,5068,2941
1925,1925,3500,5297,2219,2223,3992,314,1867,1841,733,503,554,3521,2577,4596,1300,1305,538,4864,3804,3720,2350,1169,4149,3059,2840,2602,3958,240,5239,3311,4093,2246,627,3109,695,623,1708,2864,2462,1152,4041,309,1046,525,1070,5237,3868,3885,4869,2405,4484,3865,364,2300,362,3928,850,2622,4371,3117,3185,4457,4158,609,4746,3287,3207,3318,3271,2912,1347,61,3664,2145,3029,2261,4322,5044,5147,3684,632,3588,3580,1283,4598,809,2179,2392,218,1425,1740,288,1088,3763,5215,3285,1303,5068,2941
1926,1926,2331,1057,5090,2592,2844,2031,1203,3521,791,2755,354,2252,798,554,4531,5276,3218,1172,2954,3575,1354,1908,3138,2198,1138,1862,3641,4760,1383,987,5297,859,3884,1346,623,1767,1841,1884,1898,1631,2446,695,3767,2965,1876,1078,1708,3472,3726,2261,4746,1347,1831,2076,4832,850,4158,4004,2145,413,3117,715,5118,649,4945,2912,3588,3865,61,4457,609,2405,5044,178,3069,3580,3684,2179,1740,2392,3185,3029,4322,2622,5147,1088,218,632,809,1283,5215,288,1425,3763,4598,3285,5068,1303,2941
1927,1927,1664,2213,4006,3911,4899,2026,3817,2539,1092,1400,535,4026,1121,163,4128,4523,2201,2065,546,5185,3819,5299,4506,2540,1301,1065,748,429,1114,192,475,1529,3400,4250,1244,888,4163,2476,4347,3703,1140,4834,2288,4378,572,2569,309,1185,1700,2032,1974,218,560,3175,2038,420,89,1088,741,3974,4917,3757,3578,2859,3464,4883,4328,1825,3192,4123,2901,3980,1280,3934,752,4467,2162,1303,413,3588,1746,4735,2912,4042,680,1950,3430,3318,2059,3666,1381,4715,4344,4341,3111,2733,2179,2504,3208
1928,1928,1298,3202,1776,1604,720,1806,2479,1871,2536,862,1432,1354,2469,185,2798,1885,1656,2812,4665,5221,4869,3515,5011,5079,2011,543,5036,4714,417,3954,4639,1649,57,1537,4932,4903,4483,276,375,2858,844,1402,2048,3190,452,967,3632,3981,5038,5063,1831,5026,5044,2672,4004,2504,715,549,2179,1131,218,147,2145,609,2405,5118,3865,2076,3069,5329,1087,1088,3716,2881,5215,4590,5147,3029,3185,4457,3580,4945,1425,2622,4322,809,632,1283,4137,1740,288,3763,4158,4598,1303,413,3285,5068,2941
1929,1929,3652,340,1832,346,312,4906,2660,4726,3384,465,1368,2424,16,1382,4955,1433,3895,4148,491,2656,2874,3914,5007,875,1288,5173,3167,2487,511,1182,179,3404,2446,360,3607,1959,3457,581,3747,3804,546,3815,4367,4498,3502,3245,2538,5128,3295,4136,1774,22,3111,4137,1983,4162,2912,3285,2859,3139,3281,4479,3666,5269,218,2941,1425,4715,5068,5279,3269,1381,1251,5215,3869,842,5329,1376,4279,1851,1280,3495,3580,3121,3430,5026,1303,1088,2179,2381,2268,3208,3318,2059,2038,4158,741,1740,2504
1930,1930,1822,4343,3361,3025,48,35,3258,3622,2706,502,104,5232,1846,4325,4489,1541,4395,229,2200,5181,3543,1148,27,4537,4446,3669,2284,1036,3093,3506,1912,3311,2548,2039,3407,1002,2431,733,4084,2368,4556,2485,324,3378,1547,1864,63,4589,3013,5192,5063,218,4978,2294,2392,2433,471,549,4137,4371,850,1425,3684,843,1131,5215,3664,5118,2405,3069,1088,3580,3185,3716,5044,2076,413,715,4004,4322,4457,4158,1740,4945,3029,2622,632,2145,288,5147,609,1283,1303,3763,809,4598,5068,3285,2941
1931,1931,3554,479,495,4890,191,5284,3129,3499,4601,1807,2652,5039,4988,2029,1648,300,2596,1173,668,3051,455,3598,1089,5163,4268,4681,3358,4391,2894,4065,3173,1960,400,2367,2149,306,4120,31,4875,2676,154,4684,1875,3931,4044,926,3529,1348,2638,2162,4004,2076,1131,4978,850,715,5118,4832,2912,609,2672,4341,3588,649,3208,1088,2405,2179,2170,1616,1831,2392,3716,5063,1425,218,4945,3421,4457,5044,3029,3069,2145,5147,3185,5215,2622,4322,809,413,1283,632,288,3763,4598,3285,1303,5068,2941
1932,1932,4144,33,262,4077,4303,1292,2861,3163,3927,4871,1125,3272,5230,1047,2760,2796,5083,2821,865,2176,1657,3444,2418,1499,5099,2645,1920,760,2523,5046,333,3724,5182,5158,466,443,4553,2699,3328,4547,3691,5309,19,2557,4220,4982,4207,2157,3002,4951,700,4080,3247,649,2294,5192,1189,850,3331,4832,2957,3514,1831,2433,1131,3768,670,843,5044,4218,4817,5118,715,4004,2076,2405,549,4978,609,5063,632,4457,3029,3069,4322,3421,3185,4945,5147,2145,3763,3716,2622,1283,809,4598,3285,5068,2941
1933,1933,1181,4157,3964,3454,3201,397,4103,4720,4570,3615,2807,278,4698,2235,4973,2793,2477,5151,2964,5246,3078,2355,1655,4888,118,233,1724,3522,2131,2361,2640,251,4235,3010,2790,1188,1968,3596,591,3738,3799,45,3349,1506,3427,1271,4905,4731,2132,2877,3649,4669,1766,3346,2028,442,4538,3137,2305,413,143,1273,4867,3317,3277,239,1479,1077,2936,2926,3362,2493,4499,1221,785,1983,2021,4295,1231,2292,4011,1232,2850,2219,3961,1448,367,1388,4675,752,2258,5102,4765,3934,2371,4883,3430,2211,1381
1934,1934,1630,4120,437,480,1804,2143,578,337,740,3086,3011,3499,296,1743,2969,4950,3263,3700,868,1684,3184,4533,3173,4667,4528,3550,3130,4315,3805,1753,5039,4417,2827,4187,4613,1006,1565,3956,4776,2400,1658,1430,308,1324,4890,4413,2670,2759,5231,5044,5147,288,4945,3716,5063,4080,4275,198,2211,413,1118,482,4538,1021,3069,1479,3185,3137,2145,4011,2957,809,3092,4312,632,1277,4573,1212,4883,4322,1283,1315,4005,4765,2622,2351,3763,1303,1838,367,3285,4598,1163,3934,2258,3421,1381,5068,2941
1935,1935,2437,1731,2597,14,3742,2288,805,145,37,1362,1324,2929,2256,4269,916,2005,5185,884,3566,2408,3683,3143,3374,4532,4618,278,4400,762,598,2649,1952,3516,808,4677,2311,1797,505,2412,739,2048,4237,783,1916,94,4505,3616,2131,3529,2441,2371,239,1163,680,5215,2059,3716,632,3318,3185,288,5026,2179,1231,5044,3208,3421,4011,3869,4945,3029,4322,4457,5147,3664,2211,3961,413,752,2622,2145,5102,1283,1740,4158,4765,2504,367,809,3430,3763,2258,4883,4598,1303,3934,5068,1381,3285,2941
1936,1936,2616,4723,2090,1446,1544,3967,2050,3160,3382,4446,276,1910,2858,3407,4223,3171,4784,3509,3963,1781,153,4330,1211,2585,4658,4556,611,411,1282,792,3590,2851,4298,3396,917,97,5245,1719,2469,3760,904,1209,2171,2184,1002,4962,3515,4526,57,3064,4978,4291,3514,649,2294,1740,4218,4590,5192,2672,4817,147,850,549,843,4137,2433,4158,1831,5063,5044,1303,1131,5118,4004,2405,715,3069,609,2076,2145,3716,3185,3029,5147,2622,4457,288,4945,4322,632,1283,809,413,3763,4598,3285,5068,2941
1937,1937,5264,5112,4229,2806,1483,2375,4942,5128,4546,5288,2094,2962,2790,2025,1353,385,4260,3212,3777,3124,334,551,1558,1554,3496,2591,4683,2230,199,3187,102,2933,1789,1102,4623,5058,2497,1432,4721,1023,4932,4458,1952,2108,796,167,5136,591,5049,147,4479,632,3684,3876,1376,4945,4590,4322,5147,5044,1087,1851,2179,1381,2381,3664,1283,2268,5326,4279,5329,3121,239,2059,3208,1251,2145,4457,842,809,1088,3430,1303,4598,288,5026,4137,2466,3763,741,3580,2038,2504,413,3285,5068,2941,1740,4158
1938,1938,3759,0,997,4907,4998,2426,297,4664,28,4788,4444,2418,3126,1787,4525,822,1734,5325,5006,4121,1592,4953,481,5131,17,1396,373,1941,4047,2704,2027,2848,3310,2915,1341,1225,1453,182,22,500,2645,4500,2118,2157,3379,2221,3809,2289,3578,4074,3247,843,1189,2433,3331,2850,2211,2493,670,4832,1831,700,3514,609,3768,715,5044,2926,4004,5118,1131,4978,2076,4817,2405,549,4218,809,5147,3029,2145,4080,5063,2957,3069,4457,632,1283,4945,3716,3185,3763,2622,4322,3285,3421,5068,4598,2941
1939,1939,2247,3391,997,5046,2909,1150,318,4321,4516,5150,4212,1063,3657,5069,4703,2345,1526,946,3039,2027,699,4047,1555,830,4664,1007,5290,3328,3080,4077,3906,1396,2557,3126,2511,2329,4524,3230,1097,3333,2418,1920,2196,945,3456,419,1787,1084,2221,1189,3247,4080,2433,2294,4291,1831,2957,549,3514,700,3768,288,4832,850,670,4817,715,2076,1131,609,4218,843,649,4004,5118,2405,5044,1303,5063,3069,3716,4978,3421,4945,2622,4457,3029,3185,5147,2145,809,632,4322,1283,3763,4598,3285,5068,2941
1940,1940,2814,66,2862,2181,1062,4632,3883,345,5062,4402,1528,3558,404,2457,1487,3231,2925,2385,4997,1030,2488,1137,1631,3605,4694,4403,848,1629,1654,2743,1613,1785,2799,1935,2189,1413,3232,73,5327,2769,1085,3835,2927,120,1675,2357,4561,2631,4117,2998,1296,1425,4765,3430,62,2076,4218,622,5118,715,5026,2258,3716,367,632,3798,2212,1522,3869,4978,843,3069,4004,2405,4945,5215,3318,4457,4322,4305,609,3934,3421,1740,5044,3185,3029,2622,1381,3763,2145,5147,1283,1303,4598,809,5068,3285,2941
1941,1941,2848,3759,3126,4998,182,1592,2027,2426,4047,3666,2059,3782,941,443,17,481,5242,2645,22,3578,1280,1491,2963,4212,2859,2345,5046,2452,3333,0,2137,4703,1580,1787,1063,4953,2568,727,1938,2418,4050,4051,3310,4467,1157,4441,1341,1396,1657,3247,4291,239,850,2926,649,3331,4832,700,843,1189,3768,5044,2433,1831,3514,609,670,715,5118,4004,1131,4978,4080,4218,4817,2076,549,2405,2957,809,2145,5063,5147,3069,3029,1283,632,4457,3716,3185,2622,4945,4322,3763,3285,3421,5068,4598,2941
1942,1942,3178,1828,2657,2111,2075,2635,2895,3372,1218,1548,4102,280,2598,702,3259,1325,209,3642,629,4000,21,725,242,2306,3531,2251,1652,88,5320,134,3103,1715,2086,1969,1026,1590,1184,512,4588,4548,1258,85,2132,2206,1416,2407,2740,5191,1724,2140,4074,2637,4080,1838,1766,1723,2305,1388,4867,2571,2351,2941,684,4598,482,2021,3961,4538,3285,143,2219,3473,752,3137,1479,3649,2926,4675,4312,2936,2957,4573,5102,3430,1231,2850,4011,1163,4765,4883,3421,1448,2371,367,2258,2493,2211,3934,1381
1943,1943,2832,995,2603,3796,4699,1690,2777,3520,4810,3890,2294,3991,5193,1729,2008,1363,4687,3998,5012,2376,2018,1622,72,4575,4728,4785,434,843,662,2685,744,92,475,4034,2016,3064,1988,609,186,4951,850,4048,1307,315,1131,1189,1725,5192,1151,4341,1273,3339,2960,4961,2733,2637,1812,1277,896,2021,5186,4088,3277,4275,2377,1745,2880,3267,1025,1212,1315,1231,5170,1662,1766,1505,3092,4573,3137,1479,1232,4538,2351,3961,3430,1746,1163,4669,4011,2936,752,5102,1838,4883,4765,367,2258,3934,1381
1944,1944,2158,3122,415,2949,3014,2689,1436,29,3540,350,1913,71,1556,530,3128,10,2808,3586,1842,2243,420,1208,1508,4727,1543,1404,4737,4123,4328,560,4989,4798,1223,3443,1156,4220,4594,3203,3248,1323,1458,3423,3175,4799,3753,1546,2183,125,4968,3514,5044,2882,1844,366,2433,843,3081,4978,1189,2493,5192,3317,670,2371,609,632,5118,715,1131,5063,2926,2405,4080,239,2957,4004,2145,4218,1283,3069,4817,2211,5147,2076,3185,809,549,3763,4322,3029,4457,2622,3716,3421,4945,5068,3285,2941,4598
1945,1945,2442,4761,4314,3582,1647,446,3529,4843,7,3409,3831,3353,1713,567,3573,1452,3821,207,532,3087,2004,255,4113,5196,5258,2033,4881,2717,5117,3771,84,4075,3761,4952,2006,1916,617,1018,2838,1211,881,1194,4071,2798,4178,3070,4233,1242,3328,1189,3768,1831,4291,239,3514,1303,2957,2294,2433,700,3664,670,549,413,4218,3421,649,609,843,850,5063,715,5118,4817,4004,3069,2405,1131,3716,2076,288,4978,5044,2622,3185,2145,3029,4945,4322,5147,809,632,1283,4457,3763,4598,3285,5068,2941
1946,1946,2224,2054,942,1289,2698,3933,4607,3027,1115,1318,3108,311,5253,5263,3377,9,516,1835,4091,2093,371,281,3749,1439,2529,3587,2134,971,4965,5149,1559,4539,1975,3043,299,4066,961,1890,4642,4380,838,746,1990,4302,3893,1327,4223,4738,4585,4158,4291,1189,2294,5192,649,2957,700,3514,670,1303,850,239,2433,1831,4218,843,715,4817,549,5044,4004,288,3421,2405,5118,609,4978,1131,2076,3069,5063,413,2622,3716,3185,3029,5147,2145,809,1283,4945,4457,4322,632,3763,3285,4598,5068,2941
1947,1947,4107,3442,3861,1203,4215,3650,3733,979,509,2729,1957,1768,2562,2281,4979,3138,1007,202,3764,798,4561,3627,3996,1909,4333,3343,2996,5275,5294,717,1165,984,3511,354,30,2666,2801,4240,4691,1078,4895,1393,208,1422,4425,1194,2031,1383,4147,178,549,3684,4746,3247,1088,3514,1131,4218,3865,843,4291,850,5044,3768,2076,3421,609,218,2392,4004,715,1831,4832,3716,649,2145,5063,5118,2405,4457,5215,4945,1425,288,3069,3029,5147,3185,2622,4322,809,1283,632,3763,1303,4598,3285,5068,2941
1948,1948,4104,4188,748,101,3031,5024,201,3984,1274,4359,4819,4886,92,2436,2295,4899,3001,535,1409,2376,1725,662,163,5184,869,393,1856,2201,5332,4785,517,4960,4685,3101,3567,2539,5105,3911,366,2721,2026,2481,721,536,4523,3458,970,4086,406,2059,5170,3869,2377,3136,1766,4295,2582,4538,4735,1479,4042,1838,2661,3339,3267,1273,3277,2021,4715,1505,1231,3464,2179,4341,896,4467,367,4669,2936,680,1983,4011,1232,4344,1746,3111,3961,3666,2733,2258,5102,4765,3208,752,2504,4883,3934,3430,1381
1949,1949,1866,3489,3896,3268,3231,1659,2272,1091,3908,3616,4820,546,879,1092,556,3577,237,1411,3412,1244,2148,1331,4710,1896,701,2781,5332,4480,1205,557,1188,2390,2660,3001,2256,2213,190,1035,5132,4128,1246,3708,2629,4899,2295,2408,595,525,667,4312,198,2059,981,1812,1303,2710,3267,3666,2377,3137,2351,2637,2179,3285,1838,5068,1232,5186,3277,5170,2661,1766,1163,3208,3111,3092,1479,4669,4538,4573,3318,2021,2941,3869,1983,3961,1231,5102,2936,4011,367,752,4765,4883,2504,2258,3430,3934,1381
1950,1950,782,32,4346,685,629,2512,1974,4574,1676,2075,460,3225,5238,4251,2162,2032,1220,3974,2657,2895,4850,4715,4953,173,4854,2567,28,2086,402,3002,2450,702,4398,1942,2327,2645,3997,1828,1580,1026,4968,4751,1453,3976,1184,3725,1053,1071,531,4675,670,3346,3119,4004,5064,239,3737,2882,5063,4867,1283,3763,2405,4978,3081,3069,4171,4058,2305,2076,2626,809,549,5147,2850,4322,3473,4074,3029,4817,1448,3185,4457,4218,2957,2145,2622,4080,2371,2926,3716,4945,5068,2941,3285,2211,4598,2493,3421
1951,1951,5246,4103,2929,3454,2235,5211,1506,1076,4098,488,94,5075,4905,1581,4865,2005,2317,2896,2355,1731,2441,4570,295,2804,1933,2790,1655,3427,14,2437,2094,712,4357,3351,2958,489,2905,4973,808,1352,2288,151,1362,251,1181,2051,2320,4816,4157,2046,1766,5300,1746,1231,3339,3158,2127,2151,3345,4344,1165,2021,1371,1505,2371,4669,4137,1983,3464,2504,4011,4295,2219,5172,3362,2009,1273,680,2936,367,3208,2258,2292,4499,1221,3961,1232,4675,785,4765,5102,752,1388,3934,2211,4883,413,3430,1381
1952,1952,2521,2597,145,3539,421,1683,1806,2649,4483,2586,4566,2790,4932,127,255,4260,137,844,988,2408,4546,3187,4942,3683,1809,199,1747,1789,862,551,933,3742,4237,207,4458,5288,3686,227,217,762,2749,2479,4686,1731,3516,4059,4289,3778,1741,5215,2038,2294,3876,2371,1088,4218,3069,843,2466,2211,549,5118,3421,715,2405,2504,5026,4978,4004,3664,3580,1131,239,3185,2076,609,3716,1303,4137,2622,5044,3029,632,288,5147,4322,4945,1283,4457,2145,1740,4158,413,809,3763,4598,3285,5068,2941
1953,1953,2669,3591,3219,1665,652,469,683,3319,962,3023,5050,3196,283,3887,2182,4274,2222,3779,2089,4024,4742,3051,1849,5088,5233,539,2107,5255,4895,5188,1486,949,2169,3775,3433,2149,2809,2725,3398,1078,5043,3094,4056,2969,355,4665,51,1018,1437,5192,4499,3610,1131,4218,4817,4291,1826,1045,549,2211,4590,5287,1287,4086,366,5118,2405,3856,2076,5147,2433,3029,2926,288,4254,809,4457,4137,3185,1087,4959,2672,4945,1283,3069,5063,3716,1831,1616,2622,3285,3763,3421,632,4322,5068,4598,2941,413
